"dataset","object_type","cell_line","sampleid","tissueid","mod_tissueid","unique.tissueid.fromstudies","Cellosaurus.Disease.Type","cellosaurus.disease","Cellosaurus.Accession.id","cellosaurus.cvcl_id","cellosaurus.depmap_id","cellosaurus.category","cellosaurus.sex","cellosaurus.age","cellosaurus.metastatic_site","CellLine.Type","Metastatic","n_data_types","has_rnaseq","has_mrna","has_mutation","has_cnv","has_drug","link","CCLE.name","Cell.line.primary.name","Cell.line.aliases","Gender","Site.Primary","Histology","Hist.Subtype1","Notes","Source","Expression.arrays","SNP.arrays","Oncomap","Hybrid.Capture.Sequencing","CCLE_rnaseq.sampleid","PharmacoDB.id","cellosaurus.synonyms","cellosaurus.ncit_id","cellosaurus.cellosaurus.synonyms","cellosaurus.cellosaurus.cvcl_id","cellosaurus.cellosaurus.disease","cellosaurus.cellosaurus.ncit_id","cellosaurus.cellosaurus.category","cellosaurus.cellosaurus.depmap_id","cellosaurus.cellosaurus.sex","cellosaurus.cellosaurus.age","cellosaurus.cellosaurus.metastatic_site","master_ccl_id","ccl_name","ccl_availability","ccle_primary_site","ccle_primary_hist","ccle_hist_subtype_1","EMT","DoublingTime","SeedingDensity","isBlood","isBone","isBone.Marrow","isBrain","isBreast","isCervix","isColon","isConnective.Tissue","isEsophagus","isHead.and.Neck","isKidney","isLiver","isLung","isLymphoid","isMuscle","isOvary","isPancreas","isProstate","isSkin","isSmall.Intestine","isStomach","isUnclassified","isUninary","isUterus","DNADamageMutation","PI3K","MAPK","Sample.Name","GDSC..Tissue.descriptor.1","GDSC..Tissue..descriptor.2","Cancer.Type...matching.TCGA.label.","COSMIC.identifier","Whole.Exome.Sequencing..WES.","Copy.Number.Alterations..CNA.","Gene.Expression","Methylation","Drug..Response","Microsatellite...instability.Status..MSI.","Screen.Medium","Growth.Properties","has_rna","PRISM.sampleid","PRISM.tissueid","depmap_id","primary_tissue","secondary_tissue","tertiary_tissue","passed_str_profiling"
"CCLE_2015","MAE","HOS","HOS","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0312","CVCL_0312","ACH-000613","Cancer cell line","Female","13Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/HOS_BONE","HOS_BONE","HOS",NA,"F","bone","osteosarcoma","NS","Identical lines: HTK-, HOS and 143B share high SNP identity and are very likely to be osteosarcoma","ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A08_436610","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H09_464634","yes","yes","HOS","HOS_563_2019",NA,"C9145",NA,"CVCL_0312","Osteosarcoma","C9145","Cancer cell line","ACH-000613","Female","13Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","Hs 729.T","Hs 729.T","Soft Tissue","Soft Tissue","soft_tissue","Embryonal rhabdomyosarcoma","Embryonal rhabdomyosarcoma","CVCL_0871","CVCL_0871","ACH-000133","Cancer cell line","Male","74Y",NA,"Cancer cell line",NA,4,TRUE,TRUE,FALSE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/HS729_SOFT_TISSUE","HS729_SOFT_TISSUE","Hs 729",NA,"M","soft_tissue","rhabdomyosarcoma","NS",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G03_454706","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F10_464668","yes","yes","Hs_729","Hs729_590_2019","'Hs 729','HS-729','Hs729','HS729','Hs-729-T','Hs 729T','Hs729T','HS729T'","C8971","'Hs 729','HS-729','Hs729','HS729','Hs-729-T','Hs 729T','Hs729T','HS729T'","CVCL_0871","Embryonal rhabdomyosarcoma","C8971","Cancer cell line","ACH-000133","Male","74Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","Hs 819.T","Hs 819.T","Bone","Bone","bone","Chondrosarcoma","Chondrosarcoma","CVCL_0928","CVCL_0928","ACH-000224","Cancer cell line","Male","60Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/HS819T_BONE","HS819T_BONE","Hs 819.T",NA,"M","bone","chondrosarcoma","NS",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C01_454612","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H01_578274","yes","yes","Hs_819.T","Hs819.T_597_2019","'Hs-819-T','Hs819.T','Hs819T','HS819T'","C2946","'Hs-819-T','Hs819.T','Hs819T','HS819T'","CVCL_0928","Chondrosarcoma","C2946","Cancer cell line","ACH-000224","Male","60Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","Hs 822.T","Hs 822.T","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_0933","CVCL_0933","ACH-000229","Cancer cell line","Female","9Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/HS822T_BONE","HS822T_BONE","Hs 822.T",NA,"F","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","NS",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E08_454666","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A03_578306","yes","yes","Hs_822.T","Hs822.T_599_2019","'Hs-822-T','Hs822T','HS822T'","C4817","'Hs-822-T','Hs822T','HS822T'","CVCL_0933","Ewing sarcoma","C4817","Cancer cell line","ACH-000229","Female","9Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","Hs 863.T","Hs 863.T","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_0959","CVCL_0959","ACH-000119","Cancer cell line","Female","5Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/HS863T_BONE","HS863T_BONE","Hs 863.T",NA,"F","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","NS",NA,"ATCC","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B08_474720","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_A04_542844","yes","yes","Hs_863.T","Hs863.T_604_2019","'Hs-863-T','Hs863T','HS863T'","C4817","'Hs-863-T','Hs863T','HS863T'","CVCL_0959","Ewing sarcoma","C4817","Cancer cell line","ACH-000119","Female","5Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","Hs 870.T","Hs 870.T","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0966","CVCL_0966","ACH-000340","Cancer cell line","Male","22Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/HS870T_BONE","HS870T_BONE","Hs 870.T",NA,NA,"bone","osteosarcoma","NS",NA,"ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H07_436444","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D02_490432","yes",NA,"Hs_870.T","Hs870.T_605_2019","'Hs-870-T','Hs870T','HS870T'","C9145","'Hs-870-T','Hs870T','HS870T'","CVCL_0966","Osteosarcoma","C9145","Cancer cell line","ACH-000340","Male","22Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","Hs 888.T","Hs 888.T","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0979","CVCL_0979","ACH-000154","Cancer cell line","Male","20Y"," Lung ","Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/HS888T_BONE","HS888T_BONE","Hs 888.T",NA,"M","bone","osteosarcoma","NS",NA,"ATCC","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D03_474638","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H01_542876","yes","yes","Hs_888.T","Hs888.T_606_2019","'Hs-888-T','Hs888T','HS888T'","C9145","'Hs-888-T','Hs888T','HS888T'","CVCL_0979","Osteosarcoma","C9145","Cancer cell line","ACH-000154","Male","20Y"," Lung ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","HT-1080","HT-1080","Soft Tissue","Soft Tissue","soft_tissue","Fibrosarcoma","Fibrosarcoma","CVCL_0317","CVCL_0317","ACH-000054","Cancer cell line","Male","35Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/HT1080_SOFT_TISSUE","HT1080_SOFT_TISSUE","HT-1080",NA,"M","soft_tissue","fibrosarcoma","NS",NA,"ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D08_436576","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E05_437252","yes","yes","HT-1080","HT1080_625_2019","'Ht-1080','HT 1080','HT1080','HT 1080.T'","C3043","'Ht-1080','HT 1080','HT1080','HT 1080.T'","CVCL_0317","Fibrosarcoma","C3043","Cancer cell line","ACH-000054","Male","35Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","HTK-","HTK-","Bone","Bone","haematopoietic_and_lymphoid_tissue","Osteosarcoma","Osteosarcoma","CVCL_2522","CVCL_2522","ACH-001094","Cancer cell line","Female","13Y",NA,"Cancer cell line",NA,4,FALSE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HTK-",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma","Identical lines: HTK-, HOS and 143B share high SNP identity and are very likely to be osteosarcoma","ECACC","GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_C12_779702","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B09_578378","yes","yes",NA,"HTK_634_2019",NA,"C9145",NA,"CVCL_2522","Osteosarcoma","C9145","Cancer cell line","ACH-001094","Female","13Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","KYM-1","KYM-1","Soft Tissue","Soft Tissue","soft_tissue","Alveolar rhabdomyosarcoma","Embryonal rhabdomyosarcoma","CVCL_3007","CVCL_3007","ACH-000607","Cancer cell line","Male","9M",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/KYM1_SOFT_TISSUE","KYM1_SOFT_TISSUE","KYM-1",NA,NA,"soft_tissue","rhabdomyosarcoma","NS",NA,"HSRRB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_E11_587582","SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C06_592854","yes","yes","KYM-1","KYM1_799_2019","'Kym-1','KYM1'","C8971","'Kym-1','KYM1'","CVCL_3007","Embryonal rhabdomyosarcoma","C8971","Cancer cell line","ACH-000607","Male","9M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","MES-SA","MES-SA","Uterus","Soft Tissue","endometrium","Uterine corpus sarcoma","Uterine corpus sarcoma","CVCL_1404","CVCL_1404","ACH-000449","Cancer cell line","Female","56Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/MESSA_SOFT_TISSUE","MESSA_SOFT_TISSUE","MES-SA",NA,"F","soft_tissue","sarcoma","NS",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_D02_383624","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C06_780386","yes",NA,"MES-SA","MESSA_916_2019","'MESSA'","C6339","'MESSA'","CVCL_1404","Uterine corpus sarcoma","C6339","Cancer cell line","ACH-000449","Female","56Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","MG-63","MG-63","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0426","CVCL_0426","ACH-000359","Cancer cell line","Male","14Y"," Bone; left femur ","Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/MG63_BONE","MG63_BONE","MG-63",NA,"M","bone","osteosarcoma","NS",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D05_454642","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E02_437246","yes","yes","MG-63","MG63_924_2019","'M-G63','MG63'","C9145","'M-G63','MG63'","CVCL_0426","Osteosarcoma","C9145","Cancer cell line","ACH-000359","Male","14Y"," Bone; left femur ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","MHH-ES-1","MHH-ES-1","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_1411","CVCL_1411","ACH-000391","Cancer cell line","Male","12Y"," Ascites ","Cancer cell line","TRUE",5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/MHHES1_BONE","MHHES1_BONE","MHH-ES-1",NA,"M","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","NS",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C09_474764","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D09_490422","yes","yes","MHH-ES-1","MHHES1_928_2019","'MHH-ES1','MHHES1'","C4817","'MHH-ES1','MHHES1'","CVCL_1411","Ewing sarcoma","C4817","Cancer cell line","ACH-000391","Male","12Y"," Ascites ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","OUMS-27","OUMS-27","Bone","Bone","bone","Primary central chondrosarcoma","Primary central chondrosarcoma","CVCL_3090","CVCL_3090","ACH-001150","Cancer cell line","Male","65Y"," Bone; left proximal humerus ","Cancer cell line",NA,4,FALSE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/OUMS27_BONE","OUMS27_BONE","OUMS-27",NA,"M","bone","chondrosarcoma","NS",NA,"HSRRB","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C11_436516","SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A03_592908","yes","yes",NA,"OUMS27_1208_2019","'OUMS27','Okayama University Medical School-27'","C7155","'OUMS27','Okayama University Medical School-27'","CVCL_3090","Primary central chondrosarcoma","C7155","Cancer cell line","ACH-001150","Male","65Y"," Bone; left proximal humerus ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","RD","RD","Soft Tissue","Soft Tissue","soft_tissue","Embryonal rhabdomyosarcoma","Embryonal rhabdomyosarcoma","CVCL_1649","CVCL_1649","ACH-000169","Cancer cell line","Female","7Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/RD_SOFT_TISSUE","RD_SOFT_TISSUE","RD",NA,"F","soft_tissue","rhabdomyosarcoma","embryonal",NA,"ATCC","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_B06_523544","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D11_542974","yes","yes","RD","RD_1296_2019","'R D','RD-2','RD 2','130T','130-T','130 T','TE-32','TE 32','TE32','TE 32.T','Te 32.T'","C8971","'R D','RD-2','RD 2','130T','130-T','130 T','TE-32','TE 32','TE32','TE 32.T','Te 32.T'","CVCL_1649","Embryonal rhabdomyosarcoma","C8971","Cancer cell line","ACH-000169","Female","7Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","RD-ES","RD-ES","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_2169","CVCL_2169","ACH-000041","Cancer cell line","Male","19Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/RDES_BONE","RDES_BONE","RD-ES",NA,"M","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","NS",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_C12_383616","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E09_335300","yes",NA,"RD-ES","RDES_1297_2019","'RDES','RDES-1'","C4817","'RDES','RDES-1'","CVCL_2169","Ewing sarcoma","C4817","Cancer cell line","ACH-000041","Male","19Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","Rh18","Rh18","Soft Tissue","Soft Tissue","soft_tissue","Alveolar rhabdomyosarcoma","Alveolar rhabdomyosarcoma","CVCL_1659","CVCL_1659","ACH-000689","Cancer cell line","Female","2Y",NA,"Cancer cell line",NA,4,TRUE,TRUE,FALSE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/RH18_SOFT_TISSUE","RH18_SOFT_TISSUE","RH-18",NA,NA,"soft_tissue","rhabdomyosarcoma","alveolar",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_H03_474762",NA,"yes",NA,"RH-18","RH18_1311_2019","'RH18','RH-18','Rh-18','Rh 18','SJRH-18','SJRH18'","C3749","'RH18','RH-18','Rh-18','Rh 18','SJRH-18','SJRH18'","CVCL_1659","Alveolar rhabdomyosarcoma","C3749","Cancer cell line","ACH-000689","Female","2Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","Rh30","Rh30","Soft Tissue","Soft Tissue","soft_tissue","Alveolar rhabdomyosarcoma","Alveolar rhabdomyosarcoma","CVCL_0041","CVCL_0041","ACH-000833","Cancer cell line","Male","17Y"," Bone marrow ","Cancer cell line","TRUE",4,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rh30","RH30_1312_2019","'RH30','RH-30','Rh-30','RH30SJ','SJRH-30','SJRH30','SJ-RH30','SJ-Rh 30','SJRH 30','SJCRH30','RC13','RMS-13, RMS 13','RMS13'","C3749","'RH30','RH-30','Rh-30','RH30SJ','SJRH-30','SJRH30','SJ-RH30','SJ-Rh 30','SJRH 30','SJCRH30','RC13','RMS-13, RMS 13','RMS13'","CVCL_0041","Alveolar rhabdomyosarcoma","C3749","Cancer cell line","ACH-000833","Male","17Y"," Bone marrow ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","Rh41","Rh41","Soft Tissue","Soft Tissue","soft_tissue","Alveolar rhabdomyosarcoma","Alveolar rhabdomyosarcoma","CVCL_2176","CVCL_2176","ACH-000100","Cancer cell line","Female","7Y",NA,"Cancer cell line",NA,4,TRUE,TRUE,FALSE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/RH41_SOFT_TISSUE","RH41_SOFT_TISSUE","RH-41",NA,"F","soft_tissue","rhabdomyosarcoma","alveolar",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_E05_523510","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F11_698574","yes","yes","RH-41","RH41_1313_2019","'RH41','RH-41','Rh-41','SJ-Rh41'","C3749","'RH41','RH-41','Rh-41','SJ-Rh41'","CVCL_2176","Alveolar rhabdomyosarcoma","C3749","Cancer cell line","ACH-000100","Female","7Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","RKN","RKN","Soft Tissue","Soft Tissue","soft_tissue","Ovarian leiomyosarcoma","Ovarian leiomyosarcoma","CVCL_3156","CVCL_3156","ACH-000505","Cancer cell line","Female","45Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/RKN_SOFT_TISSUE","RKN_SOFT_TISSUE","RKN",NA,"F","soft_tissue","leiomyosarcoma","NS",NA,"HSRRB","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C04_436542","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G04_437426","yes","yes","RKN","RKN_1315_2019",NA,"C5234",NA,"CVCL_3156","Ovarian leiomyosarcoma","C5234","Cancer cell line","ACH-000505","Female","45Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCLE_2015","MAE","SaOS-2","SaOS-2","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0548","CVCL_0548","ACH-000410","Cancer cell line","Female","11Y",NA,"Cancer cell line",NA,4,TRUE,TRUE,FALSE,TRUE,TRUE,"http://www.broadinstitute.org/ccle/cell%20lines/SAOS2_BONE","SAOS2_BONE","Saos-2",NA,"F","bone","osteosarcoma","NS",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_E08_383690",NA,"yes","yes","Saos-2","Saos2_1343_2019","'SAOS-2','Saos-2','SAOS 2','Saos 2','Saos2','SaOs2','SAOS2','Sarcoma OSteogenic-2','SaOS','SAOS'","C9145","'SAOS-2','Saos-2','SAOS 2','Saos 2','Saos2','SaOs2','SAOS2','Sarcoma OSteogenic-2','SaOS','SAOS'","CVCL_0548","Osteosarcoma","C9145","Cancer cell line","ACH-000410","Female","11Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
