"dataset","object_type","cell_line","sampleid","tissueid","mod_tissueid","unique.tissueid.fromstudies","Cellosaurus.Disease.Type","cellosaurus.disease","Cellosaurus.Accession.id","cellosaurus.cvcl_id","cellosaurus.depmap_id","cellosaurus.category","cellosaurus.sex","cellosaurus.age","cellosaurus.metastatic_site","CellLine.Type","Metastatic","n_data_types","has_rnaseq","has_mrna","has_mutation","has_cnv","has_drug","link","CCLE.name","Cell.line.primary.name","Cell.line.aliases","Gender","Site.Primary","Histology","Hist.Subtype1","Notes","Source","Expression.arrays","SNP.arrays","Oncomap","Hybrid.Capture.Sequencing","CCLE_rnaseq.sampleid","PharmacoDB.id","cellosaurus.synonyms","cellosaurus.ncit_id","cellosaurus.cellosaurus.synonyms","cellosaurus.cellosaurus.cvcl_id","cellosaurus.cellosaurus.disease","cellosaurus.cellosaurus.ncit_id","cellosaurus.cellosaurus.category","cellosaurus.cellosaurus.depmap_id","cellosaurus.cellosaurus.sex","cellosaurus.cellosaurus.age","cellosaurus.cellosaurus.metastatic_site","master_ccl_id","ccl_name","ccl_availability","ccle_primary_site","ccle_primary_hist","ccle_hist_subtype_1","EMT","DoublingTime","SeedingDensity","isBlood","isBone","isBone.Marrow","isBrain","isBreast","isCervix","isColon","isConnective.Tissue","isEsophagus","isHead.and.Neck","isKidney","isLiver","isLung","isLymphoid","isMuscle","isOvary","isPancreas","isProstate","isSkin","isSmall.Intestine","isStomach","isUnclassified","isUninary","isUterus","DNADamageMutation","PI3K","MAPK","Sample.Name","GDSC..Tissue.descriptor.1","GDSC..Tissue..descriptor.2","Cancer.Type...matching.TCGA.label.","COSMIC.identifier","Whole.Exome.Sequencing..WES.","Copy.Number.Alterations..CNA.","Gene.Expression","Methylation","Drug..Response","Microsatellite...instability.Status..MSI.","Screen.Medium","Growth.Properties","has_rna","PRISM.sampleid","PRISM.tissueid","depmap_id","primary_tissue","secondary_tissue","tertiary_tissue","passed_str_profiling"
"GDSC_2020(v1-8.2)","MAE","EW-13","EW-13","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_1211","CVCL_1211","ACH-002113","Cancer cell line","Male","Age unspecified",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW13_353_2019","'EW13','IARC-EW13','IARC-EW-13','IARC-EW 13'","C4817","'EW13','IARC-EW13','IARC-EW-13','IARC-EW 13'","CVCL_1211","Ewing sarcoma","C4817","Cancer cell line","ACH-002113","Male","Age unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW-13","bone","ewings_sarcoma",NA,"949166","Y","Y","Y","Y","Y","MSS/MSI-L","R","Suspension",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","EW-16","EW-16","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_1212","CVCL_1212","ACH-002114","Cancer cell line","Male","Age unspecified",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW16_354_2019","'EW16','IARC-EW16','IARC-EW-16','IARC-EW 16'","C4817","'EW16','IARC-EW16','IARC-EW-16','IARC-EW 16'","CVCL_1212","Ewing sarcoma","C4817","Cancer cell line","ACH-002114","Male","Age unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW-16","bone","ewings_sarcoma",NA,"949165","Y","Y","Y","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","EW-18","EW-18","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_1213","CVCL_1213","ACH-002115","Cancer cell line","Sex unspecified","Age unspecified",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW18_355_2019","'EW18','IARC-EW-18'","C4817","'EW18','IARC-EW-18'","CVCL_1213","Ewing sarcoma","C4817","Cancer cell line","ACH-002115","Sex unspecified","Age unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW-18","bone","ewings_sarcoma",NA,"949164","Y","Y","Y","Y","Y","MSS/MSI-L","R","Suspension",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","EW-22","EW-22","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_1214","CVCL_1214","ACH-002116","Cancer cell line","Sex unspecified","Age unspecified",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW22_356_2019","'EW22','IARC-EW-22'","C4817","'EW22','IARC-EW-22'","CVCL_1214","Ewing sarcoma","C4817","Cancer cell line","ACH-002116","Sex unspecified","Age unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW-22","bone","ewings_sarcoma",NA,"949167","Y","Y","Y","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","EW-24","EW-24","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_1215","CVCL_1215","ACH-002117","Cancer cell line","Sex unspecified","Age unspecified",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW24_357_2019","'EW24','IARC-EW-24'","C4817","'EW24','IARC-EW-24'","CVCL_1215","Ewing sarcoma","C4817","Cancer cell line","ACH-002117","Sex unspecified","Age unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW-24","bone","ewings_sarcoma",NA,"949168","Y","Y","Y","Y","Y","MSS/MSI-L","R","Semi-Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","EW-3","EW-3","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_1216","CVCL_1216","ACH-002118","Cancer cell line","Male","14Y"," Pleural effusion ","Cancer cell line","TRUE",5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW3_358_2019","'EW3','IARC-EW3','IARC-EW-3','IARC-EW 3'","C4817","'EW3','IARC-EW3','IARC-EW-3','IARC-EW 3'","CVCL_1216","Ewing sarcoma","C4817","Cancer cell line","ACH-002118","Male","14Y"," Pleural effusion ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW-3","bone","ewings_sarcoma",NA,"949161","Y","Y","Y","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","EW-7","EW-7","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_1217","CVCL_1217","ACH-002119","Cancer cell line","Female","20Y"," Pleural effusion ","Cancer cell line","TRUE",5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW7_359_2019","'EW7','IARC-EW7','IARC-EW-7','IARC-EW 7'","C4817","'EW7','IARC-EW7','IARC-EW-7','IARC-EW 7'","CVCL_1217","Ewing sarcoma","C4817","Cancer cell line","ACH-002119","Female","20Y"," Pleural effusion ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW-7","bone","ewings_sarcoma",NA,"949160","Y","Y","Y","Y","Y","MSS/MSI-L","R","Semi-Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","G-292 clone A141B1","G-292 clone A141B1","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_2909","CVCL_2909","ACH-000082","Cancer cell line","Female","9Y",NA,"Cancer cell line",NA,3,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G292,cloneA141B1_372_2019","'G 292 Clone A 141B1','G-292, clone A141B1','G292CLONEA141B1','G-292','G292'","C9145","'G 292 Clone A 141B1','G-292, clone A141B1','G292CLONEA141B1','G-292','G292'","CVCL_2909","Osteosarcoma","C9145","Cancer cell line","ACH-000082","Female","9Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G-292 Clone A141B1","bone","osteosarcoma",NA,"1290807","Y","Y","Y","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","GCT","GCT","Soft Tissue","Soft Tissue","soft_tissue","Undifferentiated pleomorphic sarcoma","Undifferentiated pleomorphic sarcoma","CVCL_1229","CVCL_1229","ACH-000835","Cancer cell line","Male","29Y"," Pleural effusion ","Cancer cell line","TRUE",4,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GCT_401_2019","'Giant Cell Tumor'","C4247","'Giant Cell Tumor'","CVCL_1229","Undifferentiated pleomorphic sarcoma","C4247","Cancer cell line","ACH-000835","Male","29Y"," Pleural effusion ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GCT","soft_tissue","soft_tissue_other",NA,"906999","Y","Y","Y","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","H-EMC-SS","H-EMC-SS","Bone","Bone","bone","Chondrosarcoma","Extraskeletal myxoid chondrosarcoma","CVCL_1238","CVCL_1238","ACH-001519","Cancer cell line","Female","77Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEMCSS_419_2019","'HEMCSS','HEMC-SS'","C27502","'HEMCSS','HEMC-SS'","CVCL_1238","Extraskeletal myxoid chondrosarcoma","C27502","Cancer cell line","ACH-001519","Female","77Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H-EMC-SS","bone","chondrosarcoma",NA,"907290","Y","Y","Y","Y","Y","MSS/MSI-L","D/F12","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","HOS","HOS","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0312","CVCL_0312","ACH-000613","Cancer cell line","Female","13Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOS_563_2019",NA,"C9145",NA,"CVCL_0312","Osteosarcoma","C9145","Cancer cell line","ACH-000613","Female","13Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOS","bone","osteosarcoma",NA,"907060","Y","Y","Y","Y","Y","MSS/MSI-L","D/F12","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","Hs 633.T","Hs 633.T","Soft Tissue","Soft Tissue","misc","Fibrosarcoma","Fibrosarcoma","CVCL_0832","CVCL_0832","ACH-002246","Cancer cell line","Female","25Y",NA,"Cancer cell line",NA,4,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hs633T_615_2019","'Hs-633-T','Hs 633T','HS 633T','HS-633T','Hs633T','MBA/8387','MB 8387','8387','Line 8387','HS 8387'","C3043","'Hs-633-T','Hs 633T','HS 633T','HS-633T','Hs633T','MBA/8387','MB 8387','8387','Line 8387','HS 8387'","CVCL_0832","Fibrosarcoma","C3043","Cancer cell line","ACH-002246","Female","25Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hs633T","soft_tissue","fibrosarcoma",NA,"1240149","Y","N","Y","Y","Y","MSS/MSI-L","D/F12","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","HT-1080","HT-1080","Soft Tissue","Soft Tissue","soft_tissue","Fibrosarcoma","Fibrosarcoma","CVCL_0317","CVCL_0317","ACH-000054","Cancer cell line","Male","35Y",NA,"Cancer cell line",NA,4,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HT1080_625_2019","'Ht-1080','HT 1080','HT1080','HT 1080.T'","C3043","'Ht-1080','HT 1080','HT1080','HT 1080.T'","CVCL_0317","Fibrosarcoma","C3043","Cancer cell line","ACH-000054","Male","35Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HT-1080","soft_tissue","fibrosarcoma",NA,"907064","Y","Y","Y","Y","Y","MSS/MSI-L","D/F12","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","HuO-3N1","HuO-3N1","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_1297","CVCL_1297","ACH-002142","Cancer cell line","Female","15Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HuO3N1_642_2019","'HuO3N1','HUO3N1'","C9145","'HuO3N1','HUO3N1'","CVCL_1297","Osteosarcoma","C9145","Cancer cell line","ACH-002142","Female","15Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HuO-3N1","bone","osteosarcoma",NA,"909977","Y","Y","Y","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","HuO9","HuO9","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_1298","CVCL_1298","ACH-001526","Cancer cell line","Female","13Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HuO9_643_2019","'Huo9','HUO9','Hu09'","C9145","'Huo9','HUO9','Hu09'","CVCL_1298","Osteosarcoma","C9145","Cancer cell line","ACH-001526","Female","13Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HuO9","bone","osteosarcoma",NA,"907072","Y","Y","Y","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","KPD","KPD","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_B412","CVCL_B412",NA,"Cancer cell line","Male","8Y",NA,"Cancer cell line",NA,3,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPD9352021_","'KPDXM'","C9145","'KPDXM'","CVCL_B412","Osteosarcoma","C9145","Cancer cell line",NA,"Male","8Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","KYM-1","KYM-1","Soft Tissue","Soft Tissue","soft_tissue","Alveolar rhabdomyosarcoma","Embryonal rhabdomyosarcoma","CVCL_3007","CVCL_3007","ACH-000607","Cancer cell line","Male","9M",NA,"Cancer cell line",NA,3,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KYM1_799_2019","'Kym-1','KYM1'","C8971","'Kym-1','KYM1'","CVCL_3007","Embryonal rhabdomyosarcoma","C8971","Cancer cell line","ACH-000607","Male","9M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KYM-1","soft_tissue","rhabdomyosarcoma",NA,"1240166","Y","Y","Y","Y","Y","MSS/MSI-L","D/F12","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","MES-SA","MES-SA","Uterus","Soft Tissue","endometrium","Uterine corpus sarcoma","Uterine corpus sarcoma","CVCL_1404","CVCL_1404","ACH-000449","Cancer cell line","Female","56Y",NA,"Cancer cell line",NA,4,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MESSA_916_2019","'MESSA'","C6339","'MESSA'","CVCL_1404","Uterine corpus sarcoma","C6339","Cancer cell line","ACH-000449","Female","56Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MES-SA","urogenital_system","uterus",NA,"908127","Y","Y","Y","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","MFH-ino","MFH-ino","Soft Tissue","Soft Tissue","soft_tissue","Undifferentiated pleomorphic sarcoma","Undifferentiated pleomorphic sarcoma","CVCL_1407","CVCL_1407","ACH-002271","Cancer cell line","Female","45Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MFHino_922_2019","'MFH-INO','MFHINO'","C4247","'MFH-INO','MFHINO'","CVCL_1407","Undifferentiated pleomorphic sarcoma","C4247","Cancer cell line","ACH-002271","Female","45Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MFH-ino","soft_tissue","soft_tissue_other",NA,"925343","Y","Y","Y","Y","Y","MSS/MSI-L","D/F12","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","MG-63","MG-63","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0426","CVCL_0426","ACH-000359","Cancer cell line","Male","14Y"," Bone; left femur ","Cancer cell line",NA,4,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG63_924_2019","'M-G63','MG63'","C9145","'M-G63','MG63'","CVCL_0426","Osteosarcoma","C9145","Cancer cell line","ACH-000359","Male","14Y"," Bone; left femur ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG-63","bone","osteosarcoma",NA,"908131","Y","Y","Y","Y","Y","MSS/MSI-L","D/F12","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","MHH-ES-1","MHH-ES-1","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_1411","CVCL_1411","ACH-000391","Cancer cell line","Male","12Y"," Ascites ","Cancer cell line","TRUE",3,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MHHES1_928_2019","'MHH-ES1','MHHES1'","C4817","'MHH-ES1','MHHES1'","CVCL_1411","Ewing sarcoma","C4817","Cancer cell line","ACH-000391","Male","12Y"," Ascites ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MHH-ES-1","bone","ewings_sarcoma",NA,"908134","Y","Y","N","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","MHM","MHM","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_B426","CVCL_B426",NA,"Cancer cell line","Female","41Y",NA,"Cancer cell line",NA,3,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MHM11282021_","'MHMX'","C9145","'MHMX'","CVCL_B426","Osteosarcoma","C9145","Cancer cell line",NA,"Female","41Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","NOS-1 [Human osteosarcoma]","NOS-1 [Human osteosarcoma]","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_1610","CVCL_1610","ACH-002067","Cancer cell line","Male","16Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOS1_1166_2019","'NOS1'","C9145","'NOS1'","CVCL_1610","Osteosarcoma","C9145","Cancer cell line","ACH-002067","Male","16Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOS-1","bone","osteosarcoma",NA,"925345","Y","Y","Y","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","NY","NY","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_1613","CVCL_1613","ACH-002178","Cancer cell line","Male","15Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY_1175_2019",NA,"C9145",NA,"CVCL_1613","Osteosarcoma","C9145","Cancer cell line","ACH-002178","Male","15Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY","bone","osteosarcoma",NA,"910849","Y","Y","Y","Y","Y","MSS/MSI-L","D/F12","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","OHS","OHS","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_B450","CVCL_B450",NA,"Cancer cell line","Male","14Y",NA,"Cancer cell line",NA,3,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OHS15012021_","'OHSX','OHS/X','OHS-50','OHS-50T'","C9145","'OHSX','OHS/X','OHS-50','OHS-50T'","CVCL_B450","Osteosarcoma","C9145","Cancer cell line",NA,"Male","14Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","RD","RD","Soft Tissue","Soft Tissue","soft_tissue","Embryonal rhabdomyosarcoma","Embryonal rhabdomyosarcoma","CVCL_1649","CVCL_1649","ACH-000169","Cancer cell line","Female","7Y",NA,"Cancer cell line",NA,4,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RD_1296_2019","'R D','RD-2','RD 2','130T','130-T','130 T','TE-32','TE 32','TE32','TE 32.T','Te 32.T'","C8971","'R D','RD-2','RD 2','130T','130-T','130 T','TE-32','TE 32','TE32','TE 32.T','Te 32.T'","CVCL_1649","Embryonal rhabdomyosarcoma","C8971","Cancer cell line","ACH-000169","Female","7Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RD","soft_tissue","rhabdomyosarcoma",NA,"909264","Y","Y","Y","Y","Y","MSS/MSI-L","D/F12","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
